Ref_ID,JV_default_Voc,JV_default_Jsc,JV_default_PCE,JV_default_FF
21542,1.08,20.82,16.3,0.72
21543,1.08,21.71,17.51,0.75
21544,1.06,20.39,15.46,0.72
21545,1.09,21.2,17.52,0.76
21546,1.05,20.56,15.62,0.73
21567,0.82,13.69,7.18,0.64
21568,0.97,18.34,11.74,0.66
21570,0.84,14.43,6.79,0.56
21571,0.75,11.74,4.05,0.46
21572,0.84,13.08,5.93,0.56
21573,0.94,18.95,11.22,0.63
21574,1.01,20.31,15.52,0.75
21575,0.83,13.9,6.22,0.54
21576,0.75,9.74,3.26,0.45
21579,1.04,20.7,14.42,0.67
21581,0.92,15.8,7.99,0.55
21582,0.86,14.47,6.47,0.52
21640,0.816,13.7,5.1,0.45
21642,0.996,14.4,8.3,0.58
21643,1.029,13.5,8.8,0.63
21644,1.032,12.6,9.0,0.69
21645,0.958,11.1,4.7,0.44
21646,0.8320000000000001,13.5,5.0,0.45
21647,0.8109999999999999,10.7,3.5,0.4
21725,0.87,11.76,6.57,0.64
21726,0.91,12.56,6.88,0.6
21727,0.79,13.47,6.79,0.64
21728,0.94,18.31,10.82,0.63
21729,1.01,19.32,14.14,0.73
21730,0.99,20.15,14.18,0.71
21731,1.01,20.25,14.4,0.7
21732,1.03,20.17,14.85,0.72
21735,0.81,9.02,5.19,0.71
21736,0.81,9.09,5.86,0.79
21737,0.94,11.39,7.71,0.72
21738,0.98,13.73,9.66,0.72
21739,0.99,16.93,12.36,0.74
21779,1.092,20.964,15.3,0.67
21815,0.95,21.57,15.36,0.75
21816,0.97,21.47,15.24,0.73
22052,0.96,19.07,12.17,0.665
22053,1.04,21.37,15.61,0.7020000000000001
22070,1.08,24.38,19.83,0.76
22071,1.05,24.13,18.5,0.73
22072,1.05,23.39,17.45,0.71
22073,1.05,23.21,17.64,0.72
22074,1.08,24.29,19.62,0.75
22076,1.08,19.52,,
22077,1.09,20.28,,
22078,1.09,21.02,,
22079,1.09,21.67,,
22080,1.11,22.17,,
22083,1.09,21.04,,0.706
22085,1.07,20.21,,0.7020000000000001
22111,0.913,17.82,11.3,0.69
22112,0.925,19.04,12.93,0.73
22113,0.91,17.3,11.43,0.73
22114,0.903,17.2,11.11,0.72
22115,0.89,16.57,10.17,0.69
22116,0.997,20.57,14.32,0.7
22118,0.923,18.82,12.33,0.71
22120,0.997,20.57,14.32,0.7
22121,0.999,19.93,13.84,0.7
22122,0.78,18.1,12.68,0.72
22181,0.949,18.59,11.94,0.67
22182,1.014,20.22,15.76,0.77
22183,1.004,20.64,15.18,0.73
22184,0.989,18.148,12.48,0.69
22185,0.994,19.782,14.89,0.75
22186,0.989,21.597,14.38,0.67
22187,0.96,19.86,12.22,0.63
22188,1.0,21.07,15.25,0.71
22189,1.0,21.35,15.22,0.7
22192,1.0,18.9,11.9,0.63
22193,0.97,13.4,9.2,0.67
22331,0.993,21.53,13.82,0.65
22332,0.993,21.53,13.82,0.65
22333,0.993,21.53,13.82,0.65
22418,0.96,21.6,14.6,0.7
22487,1.05,21.4,12.7,0.56
22489,1.09,20.6,12.1,0.54
22491,1.02,19.5,11.5,0.58
22502,0.9,18.16,6.37,0.39
22505,1.09,22.61,17.13,0.72
22506,,,16.86,
22633,1.108,22.07,18.96,0.775
22634,1.114,21.52,17.81,0.743
22636,1.084,20.4,14.1,0.637
22679,0.95,20.7,8.3,0.68
22680,1.02,21.3,14.1,0.68
22681,1.05,24.1,15.5,0.72
23025,0.81,17.6,5.26,0.35
23026,0.83,16.72,5.24,0.37
23058,1.05,21.09,16.1,0.74
23104,1.06,23.41,17.37,0.7
23105,1.06,22.96,18.01,0.74
23106,1.06,22.96,18.01,0.74
23107,1.02,23.65,17.13,0.71
23108,1.02,23.65,17.13,0.71
23109,1.02,23.49,16.05,0.67
23139,0.92,20.52,11.91,0.63
23302,1.11,17.41,13.03,0.6559999999999999
23303,0.996,15.24,9.1,0.586
23304,0.773,13.19,6.26,0.605
23305,0.7490000000000001,11.61,4.21,0.492
23307,0.872,7.58,3.7,0.56
23338,0.97,21.7,14.3,0.68
23340,0.732,14.1,5.1,0.452
23341,0.797,17.1,7.4,0.542
23342,0.7909999999999999,18.0,8.0,0.555
23343,0.745,18.3,7.3,0.52
23345,,,2.8,
23346,,,3.5,
23347,,,6.0,
23348,,,6.5,
23350,,,2.8,
23351,,,2.4,
23352,,,1.5,
23353,,,1.5,
23354,,,1.2,
23355,0.58,7.8,1.8,0.375
23356,0.86,13.2,4.0,0.38
23357,0.8,15.5,4.9,0.41
23359,0.7,11.0,3.0,0.38
23526,0.8809999999999999,17.91,9.78,0.62
23646,0.7,20.45,13.8,0.7
23647,0.71,20.9,14.42,0.71
23679,0.96,21.9,10.2,0.48
23680,1.02,22.4,14.4,0.67
23681,1.0,23.6,14.2,0.6
23682,1.0,21.0,13.3,0.62
23683,0.97,21.8,11.1,0.52
23685,0.91,19.2,12.6,0.619
23844,,,11.5,
23845,,,2.7,
24010,1.11,20.3,17.2,0.7609999999999999
24011,1.1,22.37,18.14,0.737
24012,1.1,22.86,19.23,0.765
24013,1.08,23.03,18.75,0.754
24126,0.95,20.62,12.8,0.65
24127,1.0,21.53,12.1,0.56
24128,1.016,22.34,13.9,0.61
24129,1.02,22.74,15.0,0.65
24209,1.108,21.94,19.25,0.76
24285,0.97,22.8,14.6,0.66
24368,0.98,20.9,10.66,0.52
24369,0.99,19.82,13.61,0.7
24370,1.08,18.63,11.49,0.62
24371,1.08,18.63,14.94,0.73
24372,1.11,20.53,16.84,0.75
24388,0.8,15.3,6.7,0.55
24389,0.87,17.5,9.3,0.61
24390,0.89,20.3,11.4,0.64
24391,0.8,21.1,8.8,0.52
24465,1.077,20.87,13.41,0.597
24507,,,10.1,
24509,,,13.6,
24582,1.08,21.67,17.12,0.732
24588,1.08,21.67,17.12,0.732
24704,1.04,22.4,17.1,0.73
24705,1.05,21.8,17.3,0.76
24706,1.07,21.4,17.6,0.77
24707,1.06,21.5,16.2,0.71
24709,1.07,22.8,17.7,0.72
24710,1.08,22.9,17.9,0.73
24713,1.05,22.5,17.7,0.75
24714,1.05,22.4,17.9,0.76
24717,1.08,22.8,18.7,0.76
24969,1.06,20.25,13.49,0.63
24986,1.02,20.5,6.37,0.73
24988,1.02,15.9,6.37,0.92
24989,,,6.37,
24990,0.96,16.1,6.37,0.86
24991,,,6.37,
25161,0.9,20.1,11.0,0.59
25162,0.9,20.3,12.0,0.64
25230,0.88,16.8,9.4,0.64
25232,0.86,15.48,8.53,0.62
25234,0.79,18.73,7.84,0.57
25291,0.941,21.3,12.6,0.628
25293,,,11.2,
25300,1.05,23.5,17.3,0.7
25301,1.02,23.9,16.8,0.69
25340,1.06,23.6,19.2,0.768
25341,1.07,23.8,19.6,0.77
25342,1.08,23.5,19.1,0.753
25345,1.07,23.7,19.2,0.76
25346,1.07,23.5,18.8,0.746
25673,1.01,23.37,15.11,0.64
25675,0.81,22.76,11.24,0.61
25844,0.98,20.91,14.14,0.69
25845,0.98,20.77,13.84,0.68
26269,1.12,23.04,17.26,0.67
26523,1.09,23.1,15.1,0.773
26524,1.051,22.1,13.1,0.75
26633,0.99,20.55,14.65,0.72
26690,0.97,15.6,9.0,0.59
26691,1.01,18.9,13.0,0.68
26950,0.96,18.9,12.06,0.662
26951,0.96,20.6,13.72,0.6890000000000001
26954,0.98,19.5,12.38,
26955,0.95,20.7,14.03,
26956,1.03,22.5,16.86,
26957,1.05,23.7,18.74,
27118,0.95,17.9,11.2,0.657
27119,0.967,19.5,12.7,0.675
27123,0.972,17.5,11.0,0.652
27124,0.757,13.3,4.4,0.44
27125,0.82,12.8,5.7,0.54
27126,0.852,16.5,8.6,0.612
27416,1.02,14.07,8.28,0.58
27419,1.03,10.79,5.78,0.52
27464,1.04,18.4,6.1,0.72
27595,0.892,22.6,13.7,0.66
27597,1.03,22.8,16.9,0.7
27603,1.05,22.2,15.5,0.741
27634,0.92,19.2,10.07,0.57
27635,1.0,18.3,14.5,0.7929999999999999
27743,1.02,20.71,13.5,0.64
27745,,,14.2,
27747,,,1.3,
27748,,,12.5,
27749,,,9.7,
27852,1.03,22.3,16.8,0.74
27853,0.893,17.61,8.2,0.522
27854,0.986,19.97,10.74,0.545
27855,0.997,19.86,14.02,0.708
27856,0.638,8.78,2.04,0.365
27859,1.006,21.55,15.34,0.708
27972,0.91,19.8,12.7,0.71
27973,0.86,20.2,10.5,0.604
27974,0.82,19.9,10.1,0.618
27975,0.77,19.8,7.8,0.519
27976,0.87,22.1,10.7,0.555
28007,0.93,16.1,8.9,0.59
28169,1.04,19.97,14.83,0.7140000000000001
28170,1.04,14.38,9.31,0.622
28172,1.02,16.43,10.11,0.603
28252,1.08,22.54,17.76,0.7240000000000001
28253,1.13,23.86,20.6,0.775
28255,1.06,22.27,15.92,0.672
28256,1.12,23.43,19.95,0.7609999999999999
28258,1.1,22.83,18.05,0.718
28259,1.113,23.04,18.64,0.727
28260,1.125,23.33,19.48,0.742
28261,1.142,23.43,19.79,0.7390000000000001
28262,1.125,22.49,17.65,0.6970000000000001
28263,1.125,23.33,19.23,0.732
28266,1.138,23.51,19.59,0.732
28267,1.11,25.13,20.5,0.735
28328,1.07,18.16,13.49,0.693
28330,,,15.52,
28366,0.96,17.2,8.2,0.49
28367,0.98,21.2,,
28368,1.0,22.4,,
28370,0.96,21.2,,
28371,1.02,22.0,16.1,0.72
28372,,,13.82,
28403,0.3,1.0,0.0,0.2
28405,0.55,12.0,1.0,0.15
28406,0.58,16.0,2.0,0.2
28407,0.7,18.0,8.0,0.6
28408,0.87,16.0,10.0,0.7
28409,0.87,20.8,12.8,0.71
28430,0.634,4.9,0.8,0.26
28432,1.07,3.9,1.4,0.5
28464,1.1,21.13,17.11,0.74
28465,1.14,22.17,18.25,0.72
28466,0.96,21.33,15.11,0.74
28467,0.9,17.44,11.28,0.72
28480,1.05,17.79,11.72,0.63
28483,1.05,16.62,10.93,0.63
28484,1.05,16.3,10.25,0.6
28485,1.04,16.01,9.86,0.59
28486,1.06,16.56,9.81,0.56
28487,1.06,16.3,9.37,0.54
28488,1.05,17.02,9.91,0.55
28489,1.05,16.53,9.74,0.56
28491,1.03,15.17,8.95,0.57
28580,1.0,22.3,15.7,0.7
28619,0.96,21.31,15.33,0.75
28625,,,14.28,
28804,0.86,14.31,8.69,0.71
28812,0.92,13.8,4.6,0.36
28943,0.99,17.95,12.8,0.72
29091,1.027,21.5,14.83,0.667
29221,0.9,20.82,11.25,0.62
29224,0.962,21.73,14.74,0.71
29225,0.98,21.9,14.85,0.7
29226,0.992,22.21,16.08,0.73
29227,1.022,22.4,16.57,0.72
29228,1.043,22.7,17.3,0.76
29258,0.983,19.84,10.56,0.539
29268,0.98,18.9,9.9,0.53
29271,1.01,24.2,16.9,0.69
29446,1.13,23.0,19.4,0.773
29447,1.03,22.62,17.58,0.755
29449,1.01,17.06,9.8,0.5670000000000001
29561,0.981,21.31,10.09,0.483
29562,0.992,21.59,10.99,0.513
29564,0.978,20.75,10.29,0.507
29657,1.01,21.1,15.7,0.74
29870,1.03,19.96,13.47,0.657
29872,0.95,18.54,8.31,0.472
30368,0.813,3.61,1.84,0.628
30417,1.107,18.6,13.9,0.67
30418,1.083,18.6,10.7,0.53
30419,1.107,18.6,13.9,0.67
30420,1.057,18.4,12.4,0.64
30456,1.112,22.32,19.51,0.7859999999999999
30725,1.01,16.988,11.22,0.648
31082,0.88,18.6,10.5,0.638
31083,0.89,17.3,9.43,0.612
31084,0.9,19.1,11.6,0.672
31085,0.89,18.1,10.2,0.632
31087,0.9,19.3,12.0,0.687
31088,0.97,20.2,12.6,0.6459999999999999
31089,0.95,19.9,12.3,0.648
31090,0.94,20.0,12.1,0.647
31185,1.09,22.72,17.08,0.742
31186,1.1,21.0,16.8,0.7240000000000001
31187,1.09,22.3,17.98,0.728
31188,1.08,19.9,15.3,0.711
31189,,,17.08,
31191,,,17.08,
31193,,,17.08,
31194,,,17.98,
31195,,,17.08,
31196,,,17.98,
31197,,,17.08,
31198,,,17.98,
31323,0.88,19.28,11.01,0.65
31324,0.9,19.29,11.64,0.67
31325,0.84,14.26,8.43,0.71
31351,1.0,19.6,10.5,0.535
31355,1.01,19.6,12.5,0.628
31356,1.0,19.6,13.3,0.68
31357,1.05,19.7,15.0,0.726
31363,1.0,20.0,10.6,0.531
31364,1.03,20.5,11.9,0.5720000000000001
31365,,,,
31366,,,,
31368,,,,
31369,,,,
31407,0.86,13.24,6.26,0.5870000000000001
31408,1.06,19.3,14.9,0.71
31425,1.02,13.57,8.2,0.591
31426,0.99,15.11,5.0,0.335
31635,0.84,12.45,7.57,0.7240000000000001
31652,1.04,19.4,14.3,0.6990000000000001
31653,1.0,13.5,5.8,0.433
31654,1.06,20.3,16.4,0.754
31655,1.04,15.2,10.2,0.645
31676,1.08,21.51,15.85,0.6829999999999999
31677,1.07,19.02,13.52,0.6659999999999999
31678,1.03,17.81,12.47,0.6779999999999999
32098,,,,
32154,0.98,22.7,13.8,0.62
32156,0.93,17.4,10.7,0.6609999999999999
32165,0.9,20.88,11.2,0.655
32263,0.96,17.89,10.61,0.62
32940,0.92,18.8,11.2,0.65
32948,0.97,16.23,6.86,0.436
32949,0.9,14.54,4.2,0.322
32951,0.78,11.61,2.2,0.248
32991,0.88,18.59,7.3,0.4479999999999999
32992,0.91,15.95,8.9,0.616
33273,0.91,20.03,11.47,0.63
33274,1.1,19.98,16.11,0.73
33457,0.7,1.55,0.48,0.353
33458,1.06,17.96,11.94,0.631
33459,0.87,4.82,2.59,0.456
33460,1.01,18.76,12.66,0.6659999999999999
33462,0.97,19.16,11.83,0.6459999999999999
33465,0.919,4.17,7.5,0.919
33466,1.03,21.07,22.08,0.983
33772,1.11,22.61,19.52,0.78
33773,1.13,22.3,18.65,0.74
33774,0.86,22.0,12.3,0.59
33775,0.86,22.2,11.9,0.63
33776,0.94,21.1,11.4,0.51
33777,0.98,20.7,9.9,0.49
33778,0.98,20.9,10.4,0.51
33782,0.97,17.7,6.9,0.41
33783,1.0,16.2,6.1,0.4
33784,1.01,15.0,5.4,0.4
33786,1.1,16.85,10.57,0.66
33787,1.13,15.59,4.48,0.31
33808,0.847,19.73,9.74,0.58
33989,1.02,22.0,16.7,0.74
33990,1.02,22.6,17.0,0.73
33991,1.05,22.6,17.9,0.76
33992,1.07,22.6,18.6,0.77
33993,1.02,21.9,16.5,0.73
33994,1.03,22.8,16.8,0.71
33996,1.0,21.9,15.4,0.7
33998,0.99,20.8,13.1,0.64
33999,1.01,20.44,15.15,0.7340000000000001
34293,1.06,21.97,16.07,0.69
34335,1.02,16.73,12.5,0.733
34336,1.11,21.57,18.3,0.76
34337,1.05,23.62,19.1,0.768
34338,1.09,21.25,18.7,0.8109999999999999
34339,1.08,21.65,15.1,0.64
34341,1.06,22.21,15.1,0.64
34456,0.96,21.49,11.62,0.569
34794,1.04,22.07,16.64,0.7240000000000001
34797,1.02,22.18,15.62,0.687
35040,0.87,14.74,8.0,0.628
35065,1.09,20.78,16.25,0.7170000000000001
35066,1.09,20.1,14.24,0.65
35067,1.07,21.8,17.0,0.72
35068,1.075,20.5,15.0,0.67
35157,1.05,22.15,17.76,0.76
35158,1.02,21.71,14.67,0.65
35159,1.05,21.51,16.39,0.72
35160,1.02,21.29,14.21,0.64
35170,0.86,13.0,6.7,0.595
35173,1.03,19.8,15.9,0.778
35174,1.03,19.0,15.5,0.7879999999999999
35175,1.01,18.3,14.7,0.7929999999999999
35176,1.0,17.9,13.8,0.777
35179,0.99,16.7,11.6,0.7040000000000001
35180,0.87,13.2,8.3,0.7190000000000001
35191,1.098,20.99,15.65,0.679
35192,1.086,20.91,15.62,0.688
35194,,,10.45,0.59
35317,0.91,17.5,11.12,0.7
35343,1.12,22.7,18.6,0.752
35451,0.95,19.81,12.32,0.665
35452,1.097,19.97,15.45,0.705
35453,0.69,10.4,4.3,0.6
35465,1.06,20.67,14.54,0.6629999999999999
35469,1.06,20.54,14.87,0.6829999999999999
35473,1.06,20.53,15.11,0.696
35477,1.06,20.42,15.2,0.706
35516,0.84,22.44,12.14,0.64
35517,1.03,23.08,14.53,0.609
35664,1.06,21.56,15.33,0.69
35756,0.98,17.5,6.2,0.37
35758,1.02,18.77,13.33,0.62
35849,1.02,21.58,16.39,0.745
35858,0.85,19.0,8.8,0.54
35860,0.98,22.9,15.41,0.69
35861,0.96,20.7,13.4,0.68
35862,0.92,19.8,12.31,0.67
35863,0.92,19.4,12.57,0.71
35905,1.02,22.32,16.7,0.728
35983,,,18.08,
35984,1.1,22.72,18.28,0.75
36100,0.82,19.3,9.4,0.59
36300,0.98,20.3,13.8,0.69
36302,1.01,21.3,16.6,0.77
36303,1.02,21.3,17.7,0.81
36304,0.96,21.4,14.9,0.72
36305,1.01,21.5,17.1,0.79
36306,0.91,17.5,9.6,0.6
36307,0.89,19.7,9.7,0.55
36308,0.9,19.9,9.7,0.54
36309,0.92,19.9,11.9,0.65
36310,0.92,20.1,14.4,0.78
36311,0.95,20.2,12.7,0.66
36386,0.7959999999999999,14.6,5.56,0.478
36387,0.768,20.8,6.63,0.416
36466,0.93,19.0,12.7,0.71
36564,0.887,21.57,11.26,0.6
36565,1.05,17.45,12.82,0.7
36566,1.04,17.32,12.42,0.69
36567,1.05,17.27,12.14,0.67
36568,1.01,17.97,12.52,0.69
36625,0.5,10.5,1.1,0.2019999999999999
36626,1.06,20.4,14.1,0.653
36638,0.9,20.6,11.5,0.63
36753,1.07,20.9,15.3,0.684
36754,1.072,21.11,16.42,0.726
36755,1.094,23.62,19.8,0.7659999999999999
36756,1.083,22.96,18.51,0.745
36757,1.081,22.28,18.2,0.7559999999999999
36982,0.9,14.1,8.1,0.62
37054,1.08,21.45,17.14,0.74
37055,1.08,21.0,16.33,0.72
37056,1.07,20.77,16.45,0.74
37058,1.04,20.67,15.91,0.74
37060,1.0,21.77,15.89,0.73
37061,0.92,20.61,14.22,0.75
37062,1.06,21.37,16.53,0.73
37063,1.05,20.85,15.32,0.7
37064,1.06,20.44,16.02,0.74
37065,1.03,21.68,16.97,0.76
37066,1.05,20.54,15.96,0.74
37067,1.02,20.55,14.67,0.7
37068,1.01,21.22,15.86,0.74
37069,1.04,20.67,15.48,0.72
37070,1.02,21.14,16.39,0.76
37071,1.05,21.18,16.68,0.75
37072,1.02,20.97,15.83,0.74
37073,1.07,20.62,15.68,0.71
37075,1.01,21.0,16.12,0.76
37077,1.05,20.92,15.82,0.72
37078,1.01,21.31,16.14,0.75
37079,1.11,21.0,18.18,0.78
37080,1.09,21.77,17.55,0.74
37081,1.07,20.71,16.62,0.75
37082,1.08,21.67,17.32,0.74
37083,1.06,20.85,16.8,0.76
37084,1.04,21.77,16.53,0.73
37085,1.07,21.71,17.42,0.75
37087,1.05,20.95,16.93,0.77
37088,1.09,21.52,17.83,0.76
37089,1.03,21.84,16.65,0.74
37090,1.08,21.1,17.32,0.76
37091,1.02,21.72,16.18,0.73
37092,1.05,21.5,17.39,0.77
37093,1.1,21.63,17.36,0.73
37096,1.09,21.58,17.41,0.74
37097,1.05,21.49,17.16,0.76
37100,1.08,21.58,17.25,0.74
37102,1.1,21.68,17.48,0.73
37214,1.015,10.8,5.8,0.53
37217,,,4.9,
37220,,,,
37328,1.05,21.58,15.13,0.667
37330,,,15.1,
37408,1.06,21.07,17.52,0.747
37600,0.6,12.2,2.1,0.29
37601,0.66,13.3,2.7,0.31
37726,0.9,16.2,9.6,0.66
37727,0.92,19.6,11.98,0.66
37789,0.98,18.4,12.2,0.68
37790,0.95,17.9,8.7,0.51
37890,1.11,21.2,17.27,0.73
37894,,,16.21,
37898,1.09,20.72,16.26,0.72
37973,0.898,24.5,14.3,0.649
38487,1.06,19.9,15.6,0.736
38488,1.04,18.6,13.5,0.693
38489,1.01,16.1,8.8,0.5379999999999999
38778,0.99,14.17,7.8,0.55
38779,,16.16,11.18,0.59
38780,0.96,17.33,9.38,0.56
38782,1.01,20.06,12.62,0.63
38810,0.943,19.52,11.92,0.66
38812,0.939,19.31,12.44,0.6859999999999999
38826,0.86,14.26,5.41,0.441
38827,0.932,17.5,9.05,0.555
38828,0.855,13.32,6.07,0.5329999999999999
38829,0.855,13.12,5.91,0.522
38831,0.6629999999999999,6.5,1.18,0.2739999999999999
38832,0.883,19.1,10.3,0.61
38833,1.08,21.68,15.29,0.653
38834,1.07,19.29,13.06,0.633
38836,1.08,21.92,17.04,0.72
38839,1.08,20.9,15.35,0.68
39141,1.02,22.0,16.8,0.75
39161,0.86,13.35,6.8,0.5920000000000001
39163,0.87,17.54,9.4,0.616
39222,0.97,21.13,7.86,0.38
39223,0.98,21.42,8.61,0.41
39350,1.11,21.9,18.6,0.76
39392,0.96,20.0,11.3,0.59
39393,0.92,20.5,11.82,0.63
39433,1.08,22.63,16.22,0.703
39700,0.96,18.0,12.1,0.69
39701,0.97,18.7,12.2,0.63
39703,0.91,17.8,11.5,0.68
39887,1.125,23.72,19.38,0.726
39888,1.082,22.6,16.69,0.6829999999999999
39889,1.087,23.46,18.08,0.7090000000000001
40018,0.95,18.7,13.3,0.75
40019,0.96,20.1,15.9,0.83
40040,1.01,22.17,15.82,0.7
40497,1.04,19.3,14.3,0.71
41204,1.05,19.2,14.3,0.7140000000000001
41237,1.032,18.5,12.94,0.677
41238,1.018,17.51,11.85,0.664
41251,0.93,18.77,10.61,0.608
41279,0.997,15.1,11.12,0.7390000000000001
41325,1.07,21.35,17.91,0.78
41326,0.865,18.3,9.0,0.57
41327,0.74,14.2,5.8,0.55
41328,0.72,11.6,2.6,0.31
41350,1.05,21.5,12.7,0.56
41367,0.72,17.08,8.06,0.66
41538,0.95,20.5,5.91,0.3
41539,0.94,18.5,4.52,0.26
41540,0.95,19.79,12.58,0.67
41541,0.92,19.5,11.88,0.67
41678,0.61,4.0,0.7,0.28
41746,1.04,17.1,11.6,0.65
41747,1.04,19.1,11.7,0.68
41748,1.05,20.1,14.6,0.69
41749,1.05,20.7,13.6,0.7
41823,0.957,8.8,2.2,0.552
41876,0.93,17.31,11.11,0.69
41908,0.988,20.45,12.8,0.635
42007,1.08,22.3,17.35,0.76
42008,1.1,24.2,20.0,0.76
42009,1.09,23.7,18.5,0.71
42123,0.98,23.0,16.0,0.7
42173,0.96,2.44,1.1,0.45
42174,0.92,18.62,9.1,0.53
42175,0.83,12.23,5.2,0.51
